Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_type,Outlet_Age,Item_Age,Visibility_Avg,Visibility_Ratio,Item_MRP_Log,Item_Weight_x_Item_Visibility,Item_Weight_x_Outlet_Age,MRP_x_Visibility,Visibility_x_Size,Visibility_x_Tier,Visibility_x_OutletType
NCO02,11.15,Low Fat,0.073783159,Others,66.0142,OUT017,2007,Small,Tier 2,Supermarket Type1,988.713,Non-Consumable,6,2011.0,0.0734668596,1.0043053344286408,4.204904537233301,0.82268222285,66.9,4.8707362148578,0.073783159,0.147566318,0.073783159
NCO30,19.5,Low Fat,0.01572192,Household,185.6608,OUT035,2004,Small,Tier 2,Supermarket Type1,918.804,Non-Consumable,9,1983.0,0.017714325,0.887525773632357,5.229293065995769,0.30657744,175.5,2.918944244736,0.01572192,0.03144384,0.01572192
FDA33,6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.5748,FOOD,14,1980.0,0.0339612568,0.9997451861086601,5.0053386248101495,0.22001286744,90.72,5.032033804382801,0.067905206,0.033952603,0.033952603
FDB12,11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,FOOD,26,2001.0,0.10540469020000001,0.9982480267277517,4.642126799539588,1.1732032676,289.90000000000003,10.812914722355199,0.315660072,0.315660072,0.105220024
FDT40,5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,1987,High,Tier 3,Supermarket Type1,3560.6984,FOOD,26,1973.0,0.10615427999999999,0.9016650859484894,4.843145599417307,0.57285791388,155.61,12.047513004622399,0.28714682399999997,0.28714682399999997,0.095715608
NCO05,7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,2007,Small,Tier 2,Supermarket Type1,2759.0752,Non-Consumable,6,2008.0,0.04661025157142857,1.004560293527824,4.608548473144638,0.34040181416,43.62,4.6513028302272,0.046822808,0.093645616,0.046822808
FDR32,6.78,Regular,0.10183740299999999,Fruits and Vegetables,227.5694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.9104,FOOD,14,1981.0,0.10183740299999999,1.0,5.4318398841331765,0.6904575923399999,94.92,23.1750766982682,0.20367480599999999,0.10183740299999999,0.10183740299999999
FDM04,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.666,FOOD,4,2009.0,0.047201213666666665,1.00235897182898,3.946745153655696,0.4350389892,36.78,2.401897808496,0.09462512,0.14193767999999998,0.09462512
DRL01,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1,5608.6992,Drinks,26,2012.0,0.09289356957142857,0.8300692863428974,5.454875717037295,1.5036079305,507.0,17.9581524030842,0.231324297,0.231324297,0.077108099
FDQ56,6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436,FOOD,4,1957.0,0.11575818328571429,0.915939340014546,4.4425430153383365,0.6987210536599999,26.36,8.905332363239198,0.212054948,0.318082422,0.212054948
FDH08,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927,FOOD,16,2005.0,0.020678903,0.8428435492927261,5.440688944339,0.13089239079999998,120.16,4.00173419708,0.01742908,0.01742908,0.01742908
NCQ06,13.0,Low Fat,0.073229342,Household,254.1014,OUT019,1985,Small,Tier 1,Grocery Store,255.0014,Non-Consumable,28,2007.0,0.04534856444444444,1.6148105876584409,5.541661113176611,0.951981446,364.0,18.6076783232788,0.073229342,0.073229342,0.0
FDG16,15.25,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,1985,Small,Tier 1,Grocery Store,1078.596,FOOD,28,1997.0,0.10118279466666667,1.5541934527314103,5.375367292622671,2.39817896425,427.0,33.8134113016304,0.157257637,0.157257637,0.0
FDZ40,8.935,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,FOOD,28,1973.0,0.0402508198,0.9934744732826536,4.03829964586073,0.35729422747,250.18,2.2285322706276,0.079976324,0.11996448600000001,0.11996448600000001
FDY51,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788,FOOD,9,1962.0,0.08114450819999999,0.9996916094440019,5.398523722314753,1.0139935500000001,112.5,17.8527598148232,0.081119484,0.162238968,0.081119484
NCN41,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73,Non-Consumable,4,1972.0,0.0671193114,0.7810267999859127,4.826496086375276,0.8911736769999999,68.0,6.488425854312999,0.104843962,0.157265943,0.104843962
NCM17,7.93,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.387,Non-Consumable,28,1996.0,0.0711935646,0.994350983796645,3.8588036468429205,0.5613757306299999,222.04,3.2853293483625996,0.141582782,0.212374173,0.212374173
FDP39,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,Small,Tier 2,Supermarket Type1,830.9184,FOOD,6,1974.0,0.08363859500000001,0.8347540869140616,3.99879502043965,0.8831933863500001,75.9,3.7375068486516003,0.069817659,0.139635318,0.069817659
FDZ08,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144,FOOD,9,2005.0,0.11005425349999999,0.9992487750598391,4.427946015418293,1.374644725,112.5,9.101159818017601,0.109971578,0.219943156,0.109971578
FDU03,18.7,Regular,0.091950972,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044,FOOD,4,2010.0,0.09186916733333333,1.0008904474595905,5.221593977170492,1.7194831764,74.8,16.9400540107824,0.183901944,0.275852916,0.183901944
FDZ49,11.0,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798,FOOD,16,1964.0,0.13309499816666667,1.0003803210791584,5.391260200945599,1.4646017869999999,176.0,29.0896277730366,0.133145617,0.133145617,0.133145617
NCX30,16.7,Low Fat,0.046609281,Household,248.6776,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,Non-Consumable,28,1983.0,0.029970061500000002,1.555194706557409,5.520170485612577,0.7783749927,467.59999999999997,11.590684136805601,0.046609281,0.046609281,0.0
FDV08,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,545.2902,FOOD,11,2005.0,0.02859797975,1.001921088499267,3.726786805184688,0.21059895464999998,80.85,1.1617440620226,0.028652919,0.057305838,0.028652919
FDB15,10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,1987,High,Tier 3,Supermarket Type1,5536.7928,FOOD,26,1998.0,0.14978821029142858,0.9126011435348745,5.581828753770825,1.4893126383399997,283.27,36.164092317465595,0.41009067599999993,0.41009067599999993,0.136696892
FDY49,17.2,Regular,0.012002075,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,FOOD,26,1964.0,0.013144578625,0.9130817611127492,5.113904023493865,0.20643568999999998,447.2,1.9841638356799998,0.036006224999999996,0.036006224999999996,0.012002075
FDF24,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,2007,Small,Tier 2,Supermarket Type1,1474.0812,FOOD,6,1989.0,0.0282459905,0.9032776882085265,4.440217709580252,0.39546658149999997,93.0,2.1379025451782,0.025513973,0.051027946,0.025513973
DRK47,7.905,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,2002,Small,Tier 2,Supermarket Type1,2055.3246,Drinks,11,1966.0,0.064151817,1.0006622883339376,5.4401180987433,0.50745597312,86.955,14.730628422297599,0.064194304,0.128388608,0.064194304
DRD37,9.8,Low Fat,0.013920032,Soft Drinks,45.006,OUT017,2007,Small,Tier 2,Supermarket Type1,792.302,Drinks,6,1976.0,0.015198772285714287,0.9158655540279259,3.828771822765827,0.1364163136,58.800000000000004,0.6264849601920001,0.013920032,0.027840064,0.013920032
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208,FOOD,4,1973.0,0.08784664283333332,0.9021528250130039,4.384867595320874,0.9193127252000001,46.4,6.2788742126772,0.158502194,0.23775329100000003,0.158502194
FDL12,15.85,Regular,0.121043709,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,FOOD,28,2001.0,0.1397561692,0.8661063743581775,4.101353277032659,1.9185427876499999,443.8,7.1926592761979995,0.242087418,0.363131127,0.363131127
FDW11,12.6,Low Fat,0.048545853,Breads,60.1194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492,FOOD,28,2002.0,0.0488368158,0.9940421422807012,4.112829328056153,0.6116777478,352.8,2.9185475548482,0.097091706,0.145637559,0.145637559
NCE06,5.825,Low Fat,0.091467933,Household,159.7894,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.3152,Non-Consumable,9,2007.0,0.11753488059999999,0.7782194743642766,5.080095434174011,0.532800709725,52.425000000000004,14.6156061333102,0.091467933,0.182935866,0.091467933
FDF32,16.35,Low Fat,0.08339896233333333,Fruits and Vegetables,196.3426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,FOOD,4,1981.0,0.08339896233333333,1.0,5.284941304572794,1.36357303415,65.4,16.374769101828733,0.16679792466666665,0.250196887,0.16679792466666665
DRI47,14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,Drinks,9,1966.0,0.023285561166666666,0.8982486121030925,4.961534681742773,0.3074684781,132.29999999999998,2.9661881490544,0.020916223,0.041832446,0.020916223
DRA12,11.6,Low Fat,0.0479342655,Soft Drinks,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078,Drinks,9,2001.0,0.047934265499999996,1.0000000000000002,4.962252846799003,0.5560374798000001,104.39999999999999,6.802610462138701,0.0479342655,0.095868531,0.0479342655
FDX45,16.75,Low Fat,0.104768536,Snack Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2972.797,FOOD,26,1968.0,0.11621780214285714,0.9014844031486373,5.050900333545826,1.7548729779999999,435.5,16.256200351368,0.31430560799999996,0.31430560799999996,0.104768536
FDR35,12.5,Low Fat,0.020680499,Breads,197.2742,OUT013,1987,High,Tier 3,Supermarket Type1,2587.9646,FOOD,26,1978.0,0.020703022857142855,0.9989120498345447,5.289650921161092,0.2585062375,325.0,4.0797288958258004,0.062041497,0.062041497,0.020680499
FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,Small,Tier 3,Grocery Store,254.3356,FOOD,15,2010.0,0.0811252012857143,1.5251445548251326,5.5374744146777095,1.5589685034,189.0,31.3075024316604,0.123727659,0.371182977,0.0
NCJ18,12.35,Low Fat,0.163805509,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3910.9092,Non-Consumable,26,1995.0,0.17278950472000001,0.9480061260980039,4.7758610342180585,2.0229980361499997,321.09999999999997,19.265559046711598,0.49141652699999994,0.49141652699999994,0.163805509
FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,Small,Tier 2,Supermarket Type1,2113.2492,FOOD,11,1965.0,0.0747185518,0.8710347086786014,4.544149735841959,0.8688507341999999,146.85,6.057900665140799,0.065082452,0.130164904,0.065082452
FDZ59,6.63,Regular,0.182128363,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8,FOOD,28,1954.0,0.12872011116666668,1.4149176950614994,5.115895804753749,1.2075110466899999,185.64,30.169563330949998,0.182128363,0.182128363,0.0
FDB57,20.25,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704,FOOD,28,1956.0,0.0188043246,0.9951987321044226,5.413774143004798,0.37895931000000005,567.0,4.182161259888001,0.03742808,0.056142120000000004,0.056142120000000004
DRP35,18.85,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,1985,Small,Tier 1,Grocery Store,127.8336,Drinks,28,1978.0,0.099416358875,1.6003091422814897,4.870097317350968,2.9989767158000005,527.8000000000001,20.5765758605088,0.159096908,0.159096908,0.0
FDZ59,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4,FOOD,26,1954.0,0.12872011116666668,0.8074497221760867,5.123070723426044,0.68908916934,172.38,17.341557753300002,0.311805054,0.311805054,0.103935018
FDU58,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.245,FOOD,4,1955.0,0.03389176525,0.8594980752736094,5.244335197216298,0.19254868527000002,26.44,5.4906903444486,0.058259814,0.087389721,0.058259814
FDL09,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.5976,FOOD,9,2004.0,0.1440104866666667,0.88890650926208,5.123258969037082,2.5090324364000005,176.4,21.3628238488944,0.128011859,0.256023718,0.128011859
FDY38,13.6,Regular,0.119850541,Dairy,234.53,OUT017,2007,Small,Tier 2,Supermarket Type1,6524.84,FOOD,6,1975.0,0.1372740368,0.8730750824689086,5.461838293878274,1.6299673576,81.6,28.108547380730002,0.119850541,0.239701082,0.119850541
FDI46,9.5,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412,FOOD,28,1967.0,0.0743871066,0.994597738527983,5.53564938383278,0.702859856,266.0,18.6866316519552,0.147970496,0.221955744,0.221955744
FDL03,19.25,Regular,0.027233781,Meat,197.511,OUT017,2007,Small,Tier 2,Supermarket Type1,982.055,FOOD,6,2010.0,0.027113549799999997,1.0044343584992328,5.290844514208985,0.52425028425,115.5,5.378971319091,0.027233781,0.054467562,0.027233781
DRC25,5.73,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,Drinks,28,1988.0,0.05618499183333333,1.4139053759347495,4.474927095253719,0.45519270126,160.44,6.8944773465084,0.079440262,0.079440262,0.0
FDU60,20.0,Regular,0.060022526,Baking Goods,168.7132,OUT045,2002,Small,Tier 2,Supermarket Type1,6426.3016,FOOD,11,1953.0,0.07339143733333332,0.8178409931854358,5.134109953540417,1.20045052,220.0,10.1265924335432,0.060022526,0.120045052,0.060022526
FDP25,15.2,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544,FOOD,28,1988.0,0.024584102222222223,0.8584743021822775,5.384872973023397,0.32079326399999997,425.59999999999997,4.581484977168,0.04220964,0.06331446,0.06331446
FDO57,20.75,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,1998,Small,Tier 3,Grocery Store,481.3734,FOOD,15,1956.0,0.13095122271428572,1.3895137458701239,5.087953061721381,3.775639373,311.25,29.305839566687197,0.181958524,0.545875572,0.0
FDQ09,7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.3186,FOOD,14,2004.0,0.0581294688,1.0016019103893823,4.752584513167993,0.42124041694500003,101.29,6.6888087513558,0.116445174,0.058222587,0.058222587
NCY05,13.5,Low Fat,0.054723717,Health and Hygiene,36.6874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.622,Non-Consumable,28,2008.0,0.055038363,0.9942831511903797,3.6293258210842154,0.7387701795,378.0,2.0076708950657998,0.109447434,0.164171151,0.164171151
FDA20,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,FOOD,14,1993.0,0.06668127583333333,1.0006506649149174,5.240285630296588,0.45239321514,94.92,12.525820637012,0.133449326,0.066724663,0.066724663
FDF16,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,1998,Small,Tier 3,Grocery Store,886.8456,FOOD,15,1997.0,0.101509481375,1.4202410656341509,4.99252291752116,1.0524259182,109.5,21.0928644204984,0.144167934,0.432503802,0.0
NCG07,12.3,Low Fat,0.052458358,Household,188.753,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06,Non-Consumable,26,2006.0,0.058135584428571425,0.9023450699881278,5.245723226427438,0.6452378034,319.8,9.901672447573999,0.157375074,0.157375074,0.052458358
FDR46,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.092,FOOD,4,1967.0,0.16468080965285717,0.8500418676291788,4.985495248089147,2.35875707355,67.4,20.336545555908,0.279971166,0.419956749,0.279971166
FDP22,14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.9326,FOOD,14,1991.0,0.0993923692,0.9989328033846687,3.9292065195653985,1.4545442657,205.1,4.9510701078468,0.198572596,0.099286298,0.099286298
FDL45,15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,3129.26,FOOD,9,1968.0,0.04196240033333334,0.8979636698729999,4.826475248316645,0.5878190916,140.4,4.6637566727544,0.037680711,0.075361422,0.037680711
NCF42,17.35,Low Fat,0.168064909,Household,176.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1230.3984,Non-Consumable,4,1971.0,0.1805739728977778,0.9307260969173053,5.177680763337694,2.9159261711500006,69.4,29.6250031873208,0.336129818,0.504194727,0.336129818
FDD04,16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,FOOD,14,2009.0,0.10135682750000001,0.889048870437465,4.958045721306279,1.441778768,224.0,12.7340964569642,0.180222346,0.090111173,0.090111173
FDC45,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.7742,FOOD,4,1968.0,0.15087853667333337,0.9032838003663349,5.146974574245671,2.316864346,68.0,23.2927456172628,0.272572276,0.408858414,0.272572276
FDI40,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,2002,Small,Tier 2,Supermarket Type1,2111.2518,FOOD,11,1973.0,0.1258935696,0.999714905216255,4.620411445654124,1.447363297,126.5,12.6532023438724,0.125857678,0.251715356,0.125857678
FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904,FOOD,16,2002.0,0.0778548842,0.8695783918460955,5.551403335834255,0.385556767875,91.12,17.371976113889996,0.067700925,0.067700925,0.067700925
DRM48,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,Drinks,16,1965.0,0.112861113,1.0003150420818552,3.613207182157935,1.7160293688,243.2,4.073853721531201,0.112896669,0.112896669,0.112896669
FDS12,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,FOOD,26,2001.0,0.19174804751333338,0.9073033819961196,4.848400245869007,1.5831602332,236.6,22.0139648242024,0.521920956,0.521920956,0.173973652
FDR46,16.85,Low Fat,0.16780095314285712,Snack Foods,146.076,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568,FOOD,6,1967.0,0.16468080965285717,1.0189466125201663,4.990949459979487,2.8274460604571425,101.10000000000001,24.511692031295997,0.16780095314285712,0.33560190628571424,0.16780095314285712
NCO02,11.15,Low Fat,0.073516952,Others,65.9142,OUT045,2002,Small,Tier 2,Supermarket Type1,790.9704,Non-Consumable,11,2011.0,0.0734668596,1.0006818366849044,4.203411201710981,0.8197140148,122.65,4.845811077518399,0.073516952,0.147033904,0.073516952
FDQ52,17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1208,FOOD,26,1961.0,0.119492846,0.9982659045546542,5.515215052994335,2.027855778,442.0,29.5164428481156,0.357856902,0.357856902,0.119285634
FDY28,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,Small,Tier 2,Supermarket Type1,3419.5488,FOOD,6,1985.0,0.17435955167333336,0.8775636180039667,5.3763047326842885,1.14299664453,44.82,32.9314317576582,0.153011599,0.306023198,0.153011599
FDE32,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132,FOOD,16,1981.0,0.048790328333333334,0.9993560540704157,3.646770173062455,1.009309437,331.2,1.821174543846,0.04875891,0.04875891,0.04875891
FDJ58,15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.0808,FOOD,9,1955.0,0.124098424625,0.848327948707834,5.16064254462093,1.6423081272,140.4,18.2418743571768,0.105276162,0.210552324,0.105276162
FDJ27,17.7,Regular,0.122123201,Meat,100.7674,OUT045,2002,Small,Tier 2,Supermarket Type1,814.9392,FOOD,11,1986.0,0.122281659,0.9987041556248432,4.622689817073618,2.1615806577,194.7,12.3060374444474,0.122123201,0.244246402,0.122123201
NCM18,13.0,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492,Non-Consumable,14,1995.0,0.08280708266666666,1.001975487217583,4.11119184639849,1.078618671,182.0,4.9798496509398,0.165941334,0.082970667,0.082970667
FDA02,14.0,Regular,0.029782937,Dairy,146.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,866.8716,FOOD,11,2011.0,0.03291934171428571,0.9047245615812349,4.993004786040105,0.41696111799999996,154.0,4.3595846219482,0.029782937,0.059565874,0.029782937
FDT26,18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,FOOD,16,1987.0,0.0679832325,0.9995627377677281,4.787858342242918,1.2809235881,301.6,8.089457168264,0.067953506,0.067953506,0.067953506
DRD60,15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,1999.3974,Drinks,9,1953.0,0.04192011666666667,0.8880001526713308,5.212015192559951,0.5844335989999999,141.29999999999998,6.792212837438,0.03722507,0.07445014,0.03722507
NCR18,15.85,Low Fat,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7232,Non-Consumable,16,1995.0,0.020514022,0.9987132216198267,3.8069113476915075,0.32472885625,253.6,0.9016849614,0.020487625,0.020487625,0.020487625
